"Precinct: 06001 ","Polling Place: ",1,,,"Precinct: 06002 ","Polling Place: ",1,,,"Precinct: 06003 ","Polling Place: ",1,,
,"Invalid Votes: ",,,9,,"Invalid Votes: ",,,7,,"Invalid Votes: ",,,4
,"Total Votes: ",,,282,,"Total Votes: ",,,284,,"Total Votes: ",,,165
"Precinct: 06539 ","Polling Place: ",2,,,"Precinct: 06539 ","Polling Place: ",3,,,"Precinct: 06540 ","Polling Place: ",1,,
"Jeneplita Public School, Jennepleta ",,,,,"Jeneplita Public School, Jennepleta ",,,,,"Kollitaw ola Public School , Kollitaw olatow n",,,,
"Registered Voters: ",424,,,,"Registered Voters: ",448,,,,"Registered Voters: ",373,,,
"President/Vice-President Runoff ",,,,,"President/Vice-President Runoff ",,,,,"President/Vice-President Runoff",,,,
"Candidate ",,,,"Votes ","Candidate ",,,,"Votes ","Candidate ",,,,"Votes"
"JOHNSON-SIRLEAF, Ellen  (UP) ",,,,60,"JOHNSON-SIRLEAF, Ellen  (UP) ",,,,66,"JOHNSON-SIRLEAF, Ellen  (UP) ",,,,145
"WEAH, George Manneh (CDC) ",,,,94,"WEAH, George Manneh (CDC) ",,,,101,"WEAH, George Manneh (CDC) ",,,,52
,"Valid Votes: ",,,154,,"Valid Votes: ",,,167,,"Valid Votes: ",,,197
,"Invalid Votes: ",,,7,,"Invalid Votes: ",,,2,,"Invalid Votes: ",,,12
,"Total Votes: ",,,161,,"Total Votes: ",,,169,,"Total Votes: ",,,209
"Precinct: 06540 ","Polling Place: ",2,,,"Precinct: 06541 ","Polling Place: ",1,,,"Precinct: 06541 ","Polling Place: ",2,,
"Kollitaw ola Public School , Kollitaw olatow n ",,,,,"Melekie Public School, Melekei ",,,,,"Melekie Public School, Melekei ",,,,
"Registered Voters: ",404,,,,"Registered Voters: ",336,,,,"Registered Voters: ",353,,,
"President/Vice-President Runoff ",,,,,"President/Vice-President Runoff ",,,,,"President/Vice-President Runoff",,,,
"Candidate ",,,,"Votes ","Candidate ",,,,"Votes ","Candidate ",,,,"Votes"
"JOHNSON-SIRLEAF, Ellen  (UP) ",,,,173,"JOHNSON-SIRLEAF, Ellen  (UP) ",,,,118,"JOHNSON-SIRLEAF, Ellen  (UP) ",,,,133
"WEAH, George Manneh (CDC) ",,,,55,"WEAH, George Manneh (CDC) ",,,,58,"WEAH, George Manneh (CDC) ",,,,62
,"Valid Votes: ",,,228,,"Valid Votes: ",,,176,,"Valid Votes: ",,,195
,"Invalid Votes: ",,,9,,"Invalid Votes: ",,,2,,"Invalid Votes: ",,,5
,"Total Votes: ",,,237,,"Total Votes: ",,,178,,"Total Votes: ",,,200
"Precinct: 06542 ","Polling Place: ",1,,,"Precinct: 06542 ","Polling Place: ",2,,,"Precinct: 06542 ","Polling Place: ",3,,
"Wainsue Public School, Wainsue ",,,,,"Wainsue Public School, Wainsue ",,,,,"Wainsue Public School, Wainsue ",,,,
"Registered Voters: ",549,,,,"Registered Voters: ",541,,,,"Registered Voters: ",587,,,
"President/Vice-President Runoff ",,,,,"President/Vice-President Runoff ",,,,,"President/Vice-President Runoff",,,,
"Candidate ",,,,"Votes ","Candidate ",,,,"Votes ","Candidate ",,,,"Votes"
"JOHNSON-SIRLEAF, Ellen  (UP) ",,,,81,"JOHNSON-SIRLEAF, Ellen  (UP) ",,,,86,"JOHNSON-SIRLEAF, Ellen  (UP) ",,,,90
"WEAH, George Manneh (CDC) ",,,,101,"WEAH, George Manneh (CDC) ",,,,80,"WEAH, George Manneh (CDC) ",,,,83
,"Valid Votes: ",,,182,,"Valid Votes: ",,,166,,"Valid Votes: ",,,173
,"Invalid Votes: ",,,8,,"Invalid Votes: ",,,9,,"Invalid Votes: ",,,14
,"Total Votes: ",,,190,,"Total Votes: ",,,175,,"Total Votes: ",,,187
"Precinct: 06542 ","Polling Place: ",4,,,"Precinct: 06543 ","Polling Place: ",1,,,"Precinct: 06543 ","Polling Place: ",2,,
"Wainsue Public School, Wainsue ",,,,,"Tomue Palava Hut, Tomue ",,,,,"Tomue Palava Hut, Tomue ",,,,
"Registered Voters: ",583,,,,"Registered Voters: ",384,,,,"Registered Voters: ",394,,,
"President/Vice-President Runoff ",,,,,"President/Vice-President Runoff ",,,,,"President/Vice-President Runoff",,,,
"Candidate ",,,,"Votes ","Candidate ",,,,"Votes ","Candidate ",,,,"Votes"
"JOHNSON-SIRLEAF, Ellen  (UP) ",,,,79,"JOHNSON-SIRLEAF, Ellen  (UP) ",,,,114,"JOHNSON-SIRLEAF, Ellen  (UP) ",,,,103
"WEAH, George Manneh (CDC) ",,,,102,"WEAH, George Manneh (CDC) ",,,,40,"WEAH, George Manneh (CDC) ",,,,54
,"Valid Votes: ",,,181,,"Valid Votes: ",,,154,,"Valid Votes: ",,,157
,"Invalid Votes: ",,,13,,"Invalid Votes: ",,,10,,"Invalid Votes: ",,,4
,"Total Votes: ",,,194,,"Total Votes: ",,,164,,"Total Votes: ",,,161
"Precinct: 06544 ","Polling Place: ",1,,,"Precinct: 06544 ","Polling Place: ",2,,,"Precinct: 06545 ","Polling Place: ",1,,
"Janyea Public School, Janyea ",,,,,"Janyea Public School, Janyea ",,,,,"Bcadp Warehouse, Blatanla ",,,,
"Registered Voters: ",495,,,,"Registered Voters: ",497,,,,"Registered Voters: ",553,,,
"President/Vice-President Runoff ",,,,,"President/Vice-President Runoff ",,,,,"President/Vice-President Runoff",,,,
"Candidate ",,,,"Votes ","Candidate ",,,,"Votes ","Candidate ",,,,"Votes"
"JOHNSON-SIRLEAF, Ellen  (UP) ",,,,162,"JOHNSON-SIRLEAF, Ellen  (UP) ",,,,148,"JOHNSON-SIRLEAF, Ellen  (UP) ",,,,124
"WEAH, George Manneh (CDC) ",,,,42,"WEAH, George Manneh (CDC) ",,,,36,"WEAH, George Manneh (CDC) ",,,,71
,"Valid Votes: ",,,204,,"Valid Votes: ",,,184,,"Valid Votes: ",,,195
,"Invalid Votes: ",,,7,,"Invalid Votes: ",,,6,,"Invalid Votes: ",,,7
,"Total Votes: ",,,211,,"Total Votes: ",,,190,,"Total Votes: ",,,202
"Precinct: 06546 ","Polling Place: ",1,,,"Precinct: 06546 ","Polling Place: ",2,,,"Precinct: 06547 ","Polling Place: ",1,,
"Baryata Public School, Baryata ",,,,,"Baryata Public School, Baryata ",,,,,"Lehleh Public School, Lehleh ",,,,
"Registered Voters: ",483,,,,"Registered Voters: ",504,,,,"Registered Voters: ",324,,,
"President/Vice-President Runoff ",,,,,"President/Vice-President Runoff ",,,,,"President/Vice-President Runoff",,,,
"Candidate ",,,,"Votes ","Candidate ",,,,"Votes ","Candidate ",,,,"Votes"
"JOHNSON-SIRLEAF, Ellen  (UP) ",,,,119,"JOHNSON-SIRLEAF, Ellen  (UP) ",,,,122,"JOHNSON-SIRLEAF, Ellen  (UP) ",,,,253
"WEAH, George Manneh (CDC) ",,,,57,"WEAH, George Manneh (CDC) ",,,,49,"WEAH, George Manneh (CDC) ",,,,44
,"Valid Votes: ",,,176,,"Valid Votes: ",,,171,,"Valid Votes: ",,,297
,"Invalid Votes: ",,,2,,"Invalid Votes: ",,,3,,"Invalid Votes: ",,,3
,"Total Votes: ",,,178,,"Total Votes: ",,,174,,"Total Votes: ",,,300
"Precinct: 06547 ","Polling Place: ",2,,,"Precinct: 06548 ","Polling Place: ",1,,,"Precinct: 06548 ","Polling Place: ",2,,
"Lehleh Public School, Lehleh ",,,,,"Blameyea Public School, Blemeyea ",,,,,"Blameyea Public School, Blemeyea ",,,,
"Registered Voters: ",358,,,,"Registered Voters: ",445,,,,"Registered Voters: ",426,,,
"President/Vice-President Runoff ",,,,,"President/Vice-President Runoff ",,,,,"President/Vice-President Runoff",,,,
"Candidate ",,,,"Votes ","Candidate ",,,,"Votes ","Candidate ",,,,"Votes"
"JOHNSON-SIRLEAF, Ellen  (UP) ",,,,78,"JOHNSON-SIRLEAF, Ellen  (UP) ",,,,129,"JOHNSON-SIRLEAF, Ellen  (UP) ",,,,118
"WEAH, George Manneh (CDC) ",,,,51,"WEAH, George Manneh (CDC) ",,,,34,"WEAH, George Manneh (CDC) ",,,,36
,"Valid Votes: ",,,129,,"Valid Votes: ",,,163,,"Valid Votes: ",,,154
,"Invalid Votes: ",,,7,,"Invalid Votes: ",,,4,,"Invalid Votes: ",,,3
,"Total Votes: ",,,136,,"Total Votes: ",,,167,,"Total Votes: ",,,157
"Precinct: 06549 ","Polling Place: ",1,,,"Precinct: 06549 ","Polling Place: ",2,,,"Precinct: 06549 ","Polling Place: ",3,,
"Gbarmu Palava Hut, Gbarmu ",,,,,"Gbarmu Palava Hut, Gbarmu ",,,,,"Gbarmu Palava Hut, Gbarmu ",,,,
"Registered Voters: ",508,,,,"Registered Voters: ",519,,,,"Registered Voters: ",515,,,
"President/Vice-President Runoff ",,,,,"President/Vice-President Runoff ",,,,,"President/Vice-President Runoff",,,,
"Candidate ",,,,"Votes ","Candidate ",,,,"Votes ","Candidate ",,,,"Votes"
"JOHNSON-SIRLEAF, Ellen  (UP) ",,,,166,"JOHNSON-SIRLEAF, Ellen  (UP) ",,,,192,"JOHNSON-SIRLEAF, Ellen  (UP) ",,,,173
"WEAH, George Manneh (CDC) ",,,,26,"WEAH, George Manneh (CDC) ",,,,22,"WEAH, George Manneh (CDC) ",,,,26
,"Valid Votes: ",,,192,,"Valid Votes: ",,,214,,"Valid Votes: ",,,199
,"Invalid Votes: ",,,4,,"Invalid Votes: ",,,6,,"Invalid Votes: ",,,2
,"Total Votes: ",,,196,,"Total Votes: ",,,220,,"Total Votes: ",,,201
"Precinct: 06550 ","Polling Place: ",1,,,"Precinct: 06550 ","Polling Place: ",2,,,"Precinct: 06551 ","Polling Place: ",1,,
"Gbelekpala  Palava Hut , Gbelekpalah Tow n ",,,,,"Gbelekpala  Palava Hut , Gbelekpalah Tow n ",,,,,"Manow ainsue Public School, Monow ainsue ",,,,
"Registered Voters: ",364,,,,"Registered Voters: ",358,,,,"Registered Voters: ",363,,,
"President/Vice-President Runoff ",,,,,"President/Vice-President Runoff ",,,,,"President/Vice-President Runoff",,,,
"Candidate ",,,,"Votes ","Candidate ",,,,"Votes ","Candidate ",,,,"Votes"
"JOHNSON-SIRLEAF, Ellen  (UP) ",,,,138,"JOHNSON-SIRLEAF, Ellen  (UP) ",,,,169,"JOHNSON-SIRLEAF, Ellen  (UP) ",,,,124
"WEAH, George Manneh (CDC) ",,,,66,"WEAH, George Manneh (CDC) ",,,,82,"WEAH, George Manneh (CDC) ",,,,74
,"Valid Votes: ",,,204,,"Valid Votes: ",,,251,,"Valid Votes: ",,,198
,"Invalid Votes: ",,,6,,"Invalid Votes: ",,,7,,"Invalid Votes: ",,,3
,"Total Votes: ",,,210,,"Total Votes: ",,,258,,"Total Votes: ",,,201
"Precinct: 06551 ","Polling Place: ",2,,,"Precinct: 06552 ","Polling Place: ",1,,,"Precinct: 06552 ","Polling Place: ",2,,
"Manow ainsue Public School, Monow ainsue ",,,,,"Nsah Wohn-a Nehn School , Gbarnga City ",,,,,"Nsah Wohn-a Nehn School , Gbarnga City",,,,
"Registered Voters: ",376,,,,"Registered Voters: ",521,,,,"Registered Voters: ",552,,,
"President/Vice-President Runoff ",,,,,"President/Vice-President Runoff ",,,,,"President/Vice-President Runoff",,,,
"Candidate ",,,,"Votes ","Candidate ",,,,"Votes ","Candidate ",,,,"Votes"
"JOHNSON-SIRLEAF, Ellen  (UP) ",,,,120,"JOHNSON-SIRLEAF, Ellen  (UP) ",,,,195,"JOHNSON-SIRLEAF, Ellen  (UP) ",,,,186
"WEAH, George Manneh (CDC) ",,,,89,"WEAH, George Manneh (CDC) ",,,,97,"WEAH, George Manneh (CDC) ",,,,83
,"Valid Votes: ",,,209,,"Valid Votes: ",,,292,,"Valid Votes: ",,,269
,"Invalid Votes: ",,,2,,"Invalid Votes: ",,,4,,"Invalid Votes: ",,,18
,"Total Votes: ",,,211,,"Total Votes: ",,,296,,"Total Votes: ",,,287
"Precinct: 06552 ","Polling Place: ",3,,,"Precinct: 06552 ","Polling Place: ",4,,,"Precinct: 06552 ","Polling Place: ",5,,
"Nsah Wohn-a Nehn School , Gbarnga City ",,,,,"Nsah Wohn-a Nehn School , Gbarnga City ",,,,,"Nsah Wohn-a Nehn School , Gbarnga City",,,,
"Registered Voters: ",543,,,,"Registered Voters: ",587,,,,"Registered Voters: ",570,,,
"President/Vice-President Runoff ",,,,,"President/Vice-President Runoff ",,,,,"President/Vice-President Runoff",,,,
"Candidate ",,,,"Votes ","Candidate ",,,,"Votes ","Candidate ",,,,"Votes"
"JOHNSON-SIRLEAF, Ellen  (UP) ",,,,200,"JOHNSON-SIRLEAF, Ellen  (UP) ",,,,214,"JOHNSON-SIRLEAF, Ellen  (UP) ",,,,226
"WEAH, George Manneh (CDC) ",,,,102,"WEAH, George Manneh (CDC) ",,,,81,"WEAH, George Manneh (CDC) ",,,,113
,"Valid Votes: ",,,302,,"Valid Votes: ",,,295,,"Valid Votes: ",,,339
,"Invalid Votes: ",,,10,,"Invalid Votes: ",,,15,,"Invalid Votes: ",,,6
,"Total Votes: ",,,312,,"Total Votes: ",,,310,,"Total Votes: ",,,345
"Precinct: 06553 ","Polling Place: ",1,,,"Precinct: 06553 ","Polling Place: ",2,,,"Precinct: 06553 ","Polling Place: ",3,,
"Loic School , Central Gbarnga ",,,,,"Loic School , Central Gbarnga ",,,,,"Loic School , Central Gbarnga",,,,
"Registered Voters: ",549,,,,"Registered Voters: ",545,,,,"Registered Voters: ",519,,,
"President/Vice-President Runoff ",,,,,"President/Vice-President Runoff ",,,,,"President/Vice-President Runoff",,,,
"Candidate ",,,,"Votes ","Candidate ",,,,"Votes ","Candidate ",,,,"Votes"
"JOHNSON-SIRLEAF, Ellen  (UP) ",,,,203,"JOHNSON-SIRLEAF, Ellen  (UP) ",,,,223,"JOHNSON-SIRLEAF, Ellen  (UP) ",,,,213
"WEAH, George Manneh (CDC) ",,,,130,"WEAH, George Manneh (CDC) ",,,,114,"WEAH, George Manneh (CDC) ",,,,121
,"Valid Votes: ",,,333,,"Valid Votes: ",,,337,,"Valid Votes: ",,,334
,"Invalid Votes: ",,,7,,"Invalid Votes: ",,,1,,"Invalid Votes: ",,,7
,"Total Votes: ",,,340,,"Total Votes: ",,,338,,"Total Votes: ",,,341
"Precinct: 06553 ","Polling Place: ",4,,,"Precinct: 06553 ","Polling Place: ",5,,,"Precinct: 06554 ","Polling Place: ",1,,
"Loic School , Central Gbarnga ",,,,,"Loic School , Central Gbarnga ",,,,,"J.f. Clarke Kindergarten School, Gbarnga City",,,,
"Registered Voters: ",523,,,,"Registered Voters: ",513,,,,"Registered Voters: ",454,,,
"President/Vice-President Runoff ",,,,,"President/Vice-President Runoff ",,,,,"President/Vice-President Runoff",,,,
"Candidate ",,,,"Votes ","Candidate ",,,,"Votes ","Candidate ",,,,"Votes"
"JOHNSON-SIRLEAF, Ellen  (UP) ",,,,211,"JOHNSON-SIRLEAF, Ellen  (UP) ",,,,219,"JOHNSON-SIRLEAF, Ellen  (UP) ",,,,200
"WEAH, George Manneh (CDC) ",,,,121,"WEAH, George Manneh (CDC) ",,,,116,"WEAH, George Manneh (CDC) ",,,,104
,"Valid Votes: ",,,332,,"Valid Votes: ",,,335,,"Valid Votes: ",,,304
,"Invalid Votes: ",,,10,,"Invalid Votes: ",,,8,,"Invalid Votes: ",,,8
,"Total Votes: ",,,342,,"Total Votes: ",,,343,,"Total Votes: ",,,312
"Precinct: 06554 ","Polling Place: ",2,,,"Precinct: 06554 ","Polling Place: ",3,,,"Precinct: 06554 ","Polling Place: ",4,,
"J.f. Clarke Kindergarten School, Gbarnga City ",,,,,"J.f. Clarke Kindergarten School, Gbarnga City ",,,,,"J.f. Clarke Kindergarten School, Gbarnga City",,,,
"Registered Voters: ",485,,,,"Registered Voters: ",506,,,,"Registered Voters: ",484,,,
"President/Vice-President Runoff ",,,,,"President/Vice-President Runoff ",,,,,"President/Vice-President Runoff",,,,
"Candidate ",,,,"Votes ","Candidate ",,,,"Votes ","Candidate ",,,,"Votes"
"JOHNSON-SIRLEAF, Ellen  (UP) ",,,,218,"JOHNSON-SIRLEAF, Ellen  (UP) ",,,,247,"JOHNSON-SIRLEAF, Ellen  (UP) ",,,,213
"WEAH, George Manneh (CDC) ",,,,92,"WEAH, George Manneh (CDC) ",,,,89,"WEAH, George Manneh (CDC) ",,,,99
,"Valid Votes: ",,,310,,"Valid Votes: ",,,336,,"Valid Votes: ",,,312
,"Invalid Votes: ",,,4,,"Invalid Votes: ",,,13,,"Invalid Votes: ",,,2
,"Total Votes: ",,,314,,"Total Votes: ",,,349,,"Total Votes: ",,,314
"Precinct: 06554 ","Polling Place: ",5,,,"Precinct: 06555 ","Polling Place: ",1,,,"Precinct: 06555 ","Polling Place: ",2,,
"J.f. Clarke Kindergarten School, Gbarnga City ",,,,,"M.v. Massaquoi School, Gbarnga City ",,,,,"M.v. Massaquoi School, Gbarnga City",,,,
"Registered Voters: ",492,,,,"Registered Voters: ",566,,,,"Registered Voters: ",577,,,
"President/Vice-President Runoff ",,,,,"President/Vice-President Runoff ",,,,,"President/Vice-President Runoff",,,,
"Candidate ",,,,"Votes ","Candidate ",,,,"Votes ","Candidate ",,,,"Votes"
"JOHNSON-SIRLEAF, Ellen  (UP) ",,,,235,"JOHNSON-SIRLEAF, Ellen  (UP) ",,,,230,"JOHNSON-SIRLEAF, Ellen  (UP) ",,,,229
"WEAH, George Manneh (CDC) ",,,,94,"WEAH, George Manneh (CDC) ",,,,95,"WEAH, George Manneh (CDC) ",,,,96
,"Valid Votes: ",,,329,,"Valid Votes: ",,,325,,"Valid Votes: ",,,325
,"Invalid Votes: ",,,2,,"Invalid Votes: ",,,7,,"Invalid Votes: ",,,7
,"Total Votes: ",,,331,,"Total Votes: ",,,332,,"Total Votes: ",,,332
"Precinct: 06555 ","Polling Place: ",3,,,"Precinct: 06555 ","Polling Place: ",4,,,"Precinct: 06556 ","Polling Place: ",1,,
"M.v. Massaquoi School, Gbarnga City ",,,,,"M.v. Massaquoi School, Gbarnga City ",,,,,"Tubman Gray High School, Gbarnga City",,,,
"Registered Voters: ",578,,,,"Registered Voters: ",588,,,,"Registered Voters: ",546,,,
"President/Vice-President Runoff ",,,,,"President/Vice-President Runoff ",,,,,"President/Vice-President Runoff",,,,
"Candidate ",,,,"Votes ","Candidate ",,,,"Votes ","Candidate ",,,,"Votes"
"JOHNSON-SIRLEAF, Ellen  (UP) ",,,,217,"JOHNSON-SIRLEAF, Ellen  (UP) ",,,,238,"JOHNSON-SIRLEAF, Ellen  (UP) ",,,,170
"WEAH, George Manneh (CDC) ",,,,83,"WEAH, George Manneh (CDC) ",,,,81,"WEAH, George Manneh (CDC) ",,,,120
,"Valid Votes: ",,,300,,"Valid Votes: ",,,319,,"Valid Votes: ",,,290
,"Invalid Votes: ",,,9,,"Invalid Votes: ",,,16,,"Invalid Votes: ",,,10
,"Total Votes: ",,,309,,"Total Votes: ",,,335,,"Total Votes: ",,,300
"Precinct: 06556 ","Polling Place: ",2,,,"Precinct: 06556 ","Polling Place: ",3,,,"Precinct: 06556 ","Polling Place: ",4,,
"Tubman Gray High School, Gbarnga City ",,,,,"Tubman Gray High School, Gbarnga City ",,,,,"Tubman Gray High School, Gbarnga City",,,,
"Registered Voters: ",557,,,,"Registered Voters: ",549,,,,"Registered Voters: ",525,,,
"President/Vice-President Runoff ",,,,,"President/Vice-President Runoff ",,,,,"President/Vice-President Runoff",,,,
"Candidate ",,,,"Votes ","Candidate ",,,,"Votes ","Candidate ",,,,"Votes"
"JOHNSON-SIRLEAF, Ellen  (UP) ",,,,165,"JOHNSON-SIRLEAF, Ellen  (UP) ",,,,154,"JOHNSON-SIRLEAF, Ellen  (UP) ",,,,164
"WEAH, George Manneh (CDC) ",,,,148,"WEAH, George Manneh (CDC) ",,,,129,"WEAH, George Manneh (CDC) ",,,,114
,"Valid Votes: ",,,313,,"Valid Votes: ",,,283,,"Valid Votes: ",,,278
,"Invalid Votes: ",,,7,,"Invalid Votes: ",,,5,,"Invalid Votes: ",,,3
,"Total Votes: ",,,320,,"Total Votes: ",,,288,,"Total Votes: ",,,281
"Precinct: 06557 ","Polling Place: ",1,,,"Precinct: 06557 ","Polling Place: ",2,,,"Precinct: 06557 ","Polling Place: ",3,,
"Assemblies Of God School, Gbarnga City ",,,,,"Assemblies Of God School, Gbarnga City ",,,,,"Assemblies Of God School, Gbarnga City",,,,
"Registered Voters: ",532,,,,"Registered Voters: ",504,,,,"Registered Voters: ",539,,,
"President/Vice-President Runoff ",,,,,"President/Vice-President Runoff ",,,,,"President/Vice-President Runoff",,,,
"Candidate ",,,,"Votes ","Candidate ",,,,"Votes ","Candidate ",,,,"Votes"
"JOHNSON-SIRLEAF, Ellen  (UP) ",,,,189,"JOHNSON-SIRLEAF, Ellen  (UP) ",,,,188,"JOHNSON-SIRLEAF, Ellen  (UP) ",,,,212
"WEAH, George Manneh (CDC) ",,,,113,"WEAH, George Manneh (CDC) ",,,,86,"WEAH, George Manneh (CDC) ",,,,112
,"Valid Votes: ",,,302,,"Valid Votes: ",,,274,,"Valid Votes: ",,,324
,"Invalid Votes: ",,,16,,"Invalid Votes: ",,,14,,"Invalid Votes: ",,,24
,"Total Votes: ",,,318,,"Total Votes: ",,,288,,"Total Votes: ",,,348
"Precinct: 06557 ","Polling Place: ",4,,,"Precinct: 06557 ","Polling Place: ",5,,,"Precinct: 06558 ","Polling Place: ",1,,
"Assemblies Of God School, Gbarnga City ",,,,,"Assemblies Of God School, Gbarnga City ",,,,,"Gbarnga Sports Stadium, Gbarnga City",,,,
"Registered Voters: ",476,,,,"Registered Voters: ",499,,,,"Registered Voters: ",508,,,
"President/Vice-President Runoff ",,,,,"President/Vice-President Runoff ",,,,,"President/Vice-President Runoff",,,,
"Candidate ",,,,"Votes ","Candidate ",,,,"Votes ","Candidate ",,,,"Votes"
"JOHNSON-SIRLEAF, Ellen  (UP) ",,,,183,"JOHNSON-SIRLEAF, Ellen  (UP) ",,,,216,"JOHNSON-SIRLEAF, Ellen  (UP) ",,,,217
"WEAH, George Manneh (CDC) ",,,,80,"WEAH, George Manneh (CDC) ",,,,87,"WEAH, George Manneh (CDC) ",,,,76
,"Valid Votes: ",,,263,,"Valid Votes: ",,,303,,"Valid Votes: ",,,293
,"Invalid Votes: ",,,12,,"Invalid Votes: ",,,3,,"Invalid Votes: ",,,7
,"Total Votes: ",,,275,,"Total Votes: ",,,306,,"Total Votes: ",,,300
"Precinct: 06558 ","Polling Place: ",2,,,"Precinct: 06558 ","Polling Place: ",3,,,"Precinct: 06558 ","Polling Place: ",4,,
"Gbarnga Sports Stadium, Gbarnga City ",,,,,"Gbarnga Sports Stadium, Gbarnga City ",,,,,"Gbarnga Sports Stadium, Gbarnga City",,,,
"Registered Voters: ",483,,,,"Registered Voters: ",529,,,,"Registered Voters: ",498,,,
"President/Vice-President Runoff ",,,,,"President/Vice-President Runoff ",,,,,"President/Vice-President Runoff",,,,
"Candidate ",,,,"Votes ","Candidate ",,,,"Votes ","Candidate ",,,,"Votes"
"JOHNSON-SIRLEAF, Ellen  (UP) ",,,,231,"JOHNSON-SIRLEAF, Ellen  (UP) ",,,,251,"JOHNSON-SIRLEAF, Ellen  (UP) ",,,,209
"WEAH, George Manneh (CDC) ",,,,68,"WEAH, George Manneh (CDC) ",,,,75,"WEAH, George Manneh (CDC) ",,,,72
,"Valid Votes: ",,,299,,"Valid Votes: ",,,326,,"Valid Votes: ",,,281
,"Invalid Votes: ",,,4,,"Invalid Votes: ",,,3,,"Invalid Votes: ",,,11
,"Total Votes: ",,,303,,"Total Votes: ",,,329,,"Total Votes: ",,,292
"Precinct: 06558 ","Polling Place: ",5,,,,,,,,,,,,
"Gbarnga Sports Stadium, Gbarnga City",,,,,,,,,,,,,,
"Registered Voters: ",530,,,,,,,,,,,,,
"President/Vice-President Runoff",,,,,,,,,,,,,,
"Candidate ",,,,"Votes",,,,,,,,,,
"JOHNSON-SIRLEAF, Ellen  (UP) ",,,,261,,,,,,,,,,
"WEAH, George Manneh (CDC) ",,,,71,,,,,,,,,,
,"Valid Votes: ",,,332,,,,,,,,,,
,"Invalid Votes: ",,,4,,,,,,,,,,
,"Total Votes: ",,,336,,,,,,,,,,
