"Precinct: 30001 ","Polling Place: ",1,,,"Precinct: 30002 ","Polling Place: ",1,,,"Precinct: 30003 ","Polling Place: ",1,,
"WEAH, George Manneh (CDC) ",,,,209,"WEAH, George Manneh (CDC) ",,,,208,"WEAH, George Manneh (CDC) ",,,,212
,"Valid Votes: ",,,325,,"Valid Votes: ",,,306,,"Valid Votes: ",,,330
,"Invalid Votes: ",,,7,,"Invalid Votes: ",,,9,,"Invalid Votes: ",,,7
,"Total Votes: ",,,332,,"Total Votes: ",,,315,,"Total Votes: ",,,337
"Precinct: 30035 ","Polling Place: ",5,,,"Precinct: 30036 ","Polling Place: ",1,,,"Precinct: 30036 ","Polling Place: ",2,,
"Antonete Tubman Stadium, Central Monrovia 1 ",,,,,"Antonete Tubman Stadium, Central Monrovia 1 ",,,,,"Antonete Tubman Stadium, Central Monrovia 1",,,,
"Registered Voters: ",481,,,,"Registered Voters: ",538,,,,"Registered Voters: ",552,,,
"President/Vice-President Runoff ",,,,,"President/Vice-President Runoff ",,,,,"President/Vice-President Runoff",,,,
"Candidate ",,,,"Votes ","Candidate ",,,,"Votes ","Candidate ",,,,"Votes"
"JOHNSON-SIRLEAF, Ellen  (UP) ",,,,128,"JOHNSON-SIRLEAF, Ellen  (UP) ",,,,146,"JOHNSON-SIRLEAF, Ellen  (UP) ",,,,143
"WEAH, George Manneh (CDC) ",,,,189,"WEAH, George Manneh (CDC) ",,,,251,"WEAH, George Manneh (CDC) ",,,,237
,"Valid Votes: ",,,317,,"Valid Votes: ",,,397,,"Valid Votes: ",,,380
,"Invalid Votes: ",,,8,,"Invalid Votes: ",,,7,,"Invalid Votes: ",,,1
,"Total Votes: ",,,325,,"Total Votes: ",,,404,,"Total Votes: ",,,381
"Precinct: 30036 ","Polling Place: ",3,,,"Precinct: 30036 ","Polling Place: ",4,,,"Precinct: 30036 ","Polling Place: ",5,,
"Antonete Tubman Stadium, Central Monrovia 1 ",,,,,"Antonete Tubman Stadium, Central Monrovia 1 ",,,,,"Antonete Tubman Stadium, Central Monrovia 1",,,,
"Registered Voters: ",589,,,,"Registered Voters: ",560,,,,"Registered Voters: ",561,,,
"President/Vice-President Runoff ",,,,,"President/Vice-President Runoff ",,,,,"President/Vice-President Runoff",,,,
"Candidate ",,,,"Votes ","Candidate ",,,,"Votes ","Candidate ",,,,"Votes"
"JOHNSON-SIRLEAF, Ellen  (UP) ",,,,132,"JOHNSON-SIRLEAF, Ellen  (UP) ",,,,120,"JOHNSON-SIRLEAF, Ellen  (UP) ",,,,133
"WEAH, George Manneh (CDC) ",,,,262,"WEAH, George Manneh (CDC) ",,,,267,"WEAH, George Manneh (CDC) ",,,,235
,"Valid Votes: ",,,394,,"Valid Votes: ",,,387,,"Valid Votes: ",,,368
,"Invalid Votes: ",,,14,,"Invalid Votes: ",,,3,,"Invalid Votes: ",,,7
,"Total Votes: ",,,408,,"Total Votes: ",,,390,,"Total Votes: ",,,375
"Precinct: 30037 ","Polling Place: ",1,,,"Precinct: 30037 ","Polling Place: ",2,,,"Precinct: 30037 ","Polling Place: ",3,,
"Monrovia Demo School, Central Monrovia 1 ",,,,,"Monrovia Demo School, Central Monrovia 1 ",,,,,"Monrovia Demo School, Central Monrovia 1",,,,
"Registered Voters: ",520,,,,"Registered Voters: ",516,,,,"Registered Voters: ",506,,,
"President/Vice-President Runoff ",,,,,"President/Vice-President Runoff ",,,,,"President/Vice-President Runoff",,,,
"Candidate ",,,,"Votes ","Candidate ",,,,"Votes ","Candidate ",,,,"Votes"
"JOHNSON-SIRLEAF, Ellen  (UP) ",,,,154,"JOHNSON-SIRLEAF, Ellen  (UP) ",,,,141,"JOHNSON-SIRLEAF, Ellen  (UP) ",,,,155
"WEAH, George Manneh (CDC) ",,,,232,"WEAH, George Manneh (CDC) ",,,,238,"WEAH, George Manneh (CDC) ",,,,218
,"Valid Votes: ",,,386,,"Valid Votes: ",,,379,,"Valid Votes: ",,,373
,"Invalid Votes: ",,,1,,"Invalid Votes: ",,,3,,"Invalid Votes: ",,,3
,"Total Votes: ",,,387,,"Total Votes: ",,,382,,"Total Votes: ",,,376
"Precinct: 30037 ","Polling Place: ",4,,,"Precinct: 30038 ","Polling Place: ",1,,,"Precinct: 30038 ","Polling Place: ",2,,
"Monrovia Demo School, Central Monrovia 1 ",,,,,"Monrovia Demo School, Central Monrovia 1 ",,,,,"Monrovia Demo School, Central Monrovia 1",,,,
"Registered Voters: ",529,,,,"Registered Voters: ",553,,,,"Registered Voters: ",511,,,
"President/Vice-President Runoff ",,,,,"President/Vice-President Runoff ",,,,,"President/Vice-President Runoff",,,,
"Candidate ",,,,"Votes ","Candidate ",,,,"Votes ","Candidate ",,,,"Votes"
"JOHNSON-SIRLEAF, Ellen  (UP) ",,,,156,"JOHNSON-SIRLEAF, Ellen  (UP) ",,,,139,"JOHNSON-SIRLEAF, Ellen  (UP) ",,,,140
"WEAH, George Manneh (CDC) ",,,,227,"WEAH, George Manneh (CDC) ",,,,264,"WEAH, George Manneh (CDC) ",,,,226
,"Valid Votes: ",,,383,,"Valid Votes: ",,,403,,"Valid Votes: ",,,366
,"Invalid Votes: ",,,11,,"Invalid Votes: ",,,10,,"Invalid Votes: ",,,5
,"Total Votes: ",,,394,,"Total Votes: ",,,413,,"Total Votes: ",,,371
"Precinct: 30038 ","Polling Place: ",3,,,"Precinct: 30038 ","Polling Place: ",4,,,"Precinct: 30039 ","Polling Place: ",1,,
"Monrovia Demo School, Central Monrovia 1 ",,,,,"Monrovia Demo School, Central Monrovia 1 ",,,,,"Cdb King Elementary School, Central Monrovia 1",,,,
"Registered Voters: ",561,,,,"Registered Voters: ",528,,,,"Registered Voters: ",521,,,
"President/Vice-President Runoff ",,,,,"President/Vice-President Runoff ",,,,,"President/Vice-President Runoff",,,,
"Candidate ",,,,"Votes ","Candidate ",,,,"Votes ","Candidate ",,,,"Votes"
"JOHNSON-SIRLEAF, Ellen  (UP) ",,,,135,"JOHNSON-SIRLEAF, Ellen  (UP) ",,,,146,"JOHNSON-SIRLEAF, Ellen  (UP) ",,,,153
"WEAH, George Manneh (CDC) ",,,,285,"WEAH, George Manneh (CDC) ",,,,245,"WEAH, George Manneh (CDC) ",,,,222
,"Valid Votes: ",,,420,,"Valid Votes: ",,,391,,"Valid Votes: ",,,375
,"Invalid Votes: ",,,4,,"Invalid Votes: ",,,6,,"Invalid Votes: ",,,8
,"Total Votes: ",,,424,,"Total Votes: ",,,397,,"Total Votes: ",,,383
"Precinct: 30039 ","Polling Place: ",2,,,"Precinct: 30039 ","Polling Place: ",3,,,"Precinct: 30039 ","Polling Place: ",4,,
"Cdb King Elementary School, Central Monrovia 1 ",,,,,"Cdb King Elementary School, Central Monrovia 1 ",,,,,"Cdb King Elementary School, Central Monrovia 1",,,,
"Registered Voters: ",547,,,,"Registered Voters: ",561,,,,"Registered Voters: ",551,,,
"President/Vice-President Runoff ",,,,,"President/Vice-President Runoff ",,,,,"President/Vice-President Runoff",,,,
"Candidate ",,,,"Votes ","Candidate ",,,,"Votes ","Candidate ",,,,"Votes"
"JOHNSON-SIRLEAF, Ellen  (UP) ",,,,157,"JOHNSON-SIRLEAF, Ellen  (UP) ",,,,160,"JOHNSON-SIRLEAF, Ellen  (UP) ",,,,166
"WEAH, George Manneh (CDC) ",,,,255,"WEAH, George Manneh (CDC) ",,,,254,"WEAH, George Manneh (CDC) ",,,,242
,"Valid Votes: ",,,412,,"Valid Votes: ",,,414,,"Valid Votes: ",,,408
,"Invalid Votes: ",,,7,,"Invalid Votes: ",,,7,,"Invalid Votes: ",,,6
,"Total Votes: ",,,419,,"Total Votes: ",,,421,,"Total Votes: ",,,414
"Precinct: 30040 ","Polling Place: ",1,,,"Precinct: 30040 ","Polling Place: ",2,,,"Precinct: 30040 ","Polling Place: ",3,,
"Cdb King Elementary School, Central Monrovia 1 ",,,,,"Cdb King Elementary School, Central Monrovia 1 ",,,,,"Cdb King Elementary School, Central Monrovia 1",,,,
"Registered Voters: ",589,,,,"Registered Voters: ",546,,,,"Registered Voters: ",552,,,
"President/Vice-President Runoff ",,,,,"President/Vice-President Runoff ",,,,,"President/Vice-President Runoff",,,,
"Candidate ",,,,"Votes ","Candidate ",,,,"Votes ","Candidate ",,,,"Votes"
"JOHNSON-SIRLEAF, Ellen  (UP) ",,,,189,"JOHNSON-SIRLEAF, Ellen  (UP) ",,,,157,"JOHNSON-SIRLEAF, Ellen  (UP) ",,,,167
"WEAH, George Manneh (CDC) ",,,,244,"WEAH, George Manneh (CDC) ",,,,248,"WEAH, George Manneh (CDC) ",,,,234
,"Valid Votes: ",,,433,,"Valid Votes: ",,,405,,"Valid Votes: ",,,401
,"Invalid Votes: ",,,9,,"Invalid Votes: ",,,9,,"Invalid Votes: ",,,8
,"Total Votes: ",,,442,,"Total Votes: ",,,414,,"Total Votes: ",,,409
"Precinct: 30040 ","Polling Place: ",4,,,"Precinct: 30041 ","Polling Place: ",1,,,"Precinct: 30041 ","Polling Place: ",2,,
"Cdb King Elementary School, Central Monrovia 1 ",,,,,"Ymca, Central Monrovia 1 ",,,,,"Ymca, Central Monrovia 1",,,,
"Registered Voters: ",581,,,,"Registered Voters: ",420,,,,"Registered Voters: ",417,,,
"President/Vice-President Runoff ",,,,,"President/Vice-President Runoff ",,,,,"President/Vice-President Runoff",,,,
"Candidate ",,,,"Votes ","Candidate ",,,,"Votes ","Candidate ",,,,"Votes"
"JOHNSON-SIRLEAF, Ellen  (UP) ",,,,162,"JOHNSON-SIRLEAF, Ellen  (UP) ",,,,172,"JOHNSON-SIRLEAF, Ellen  (UP) ",,,,198
"WEAH, George Manneh (CDC) ",,,,268,"WEAH, George Manneh (CDC) ",,,,137,"WEAH, George Manneh (CDC) ",,,,128
,"Valid Votes: ",,,430,,"Valid Votes: ",,,309,,"Valid Votes: ",,,326
,"Invalid Votes: ",,,10,,"Invalid Votes: ",,,4,,"Invalid Votes: ",,,7
,"Total Votes: ",,,440,,"Total Votes: ",,,313,,"Total Votes: ",,,333
"Precinct: 30041 ","Polling Place: ",3,,,"Precinct: 30042 ","Polling Place: ",1,,,"Precinct: 30042 ","Polling Place: ",2,,
"Ymca, Central Monrovia 1 ",,,,,"Slip Way Elem School, Central Monrovia 1 ",,,,,"Slip Way Elem School, Central Monrovia 1",,,,
"Registered Voters: ",439,,,,"Registered Voters: ",514,,,,"Registered Voters: ",531,,,
"President/Vice-President Runoff ",,,,,"President/Vice-President Runoff ",,,,,"President/Vice-President Runoff",,,,
"Candidate ",,,,"Votes ","Candidate ",,,,"Votes ","Candidate ",,,,"Votes"
"JOHNSON-SIRLEAF, Ellen  (UP) ",,,,214,"JOHNSON-SIRLEAF, Ellen  (UP) ",,,,140,"JOHNSON-SIRLEAF, Ellen  (UP) ",,,,153
"WEAH, George Manneh (CDC) ",,,,152,"WEAH, George Manneh (CDC) ",,,,246,"WEAH, George Manneh (CDC) ",,,,212
,"Valid Votes: ",,,366,,"Valid Votes: ",,,386,,"Valid Votes: ",,,365
,"Invalid Votes: ",,,0,,"Invalid Votes: ",,,0,,"Invalid Votes: ",,,2
,"Total Votes: ",,,366,,"Total Votes: ",,,386,,"Total Votes: ",,,367
"Precinct: 30042 ","Polling Place: ",3,,,"Precinct: 30043 ","Polling Place: ",1,,,"Precinct: 30043 ","Polling Place: ",2,,
"Slip Way Elem School, Central Monrovia 1 ",,,,,"Slip Way Elem School, Central Monrovia 1 ",,,,,"Slip Way Elem School, Central Monrovia 1",,,,
"Registered Voters: ",509,,,,"Registered Voters: ",446,,,,"Registered Voters: ",468,,,
"President/Vice-President Runoff ",,,,,"President/Vice-President Runoff ",,,,,"President/Vice-President Runoff",,,,
"Candidate ",,,,"Votes ","Candidate ",,,,"Votes ","Candidate ",,,,"Votes"
"JOHNSON-SIRLEAF, Ellen  (UP) ",,,,135,"JOHNSON-SIRLEAF, Ellen  (UP) ",,,,117,"JOHNSON-SIRLEAF, Ellen  (UP) ",,,,93
"WEAH, George Manneh (CDC) ",,,,220,"WEAH, George Manneh (CDC) ",,,,215,"WEAH, George Manneh (CDC) ",,,,247
,"Valid Votes: ",,,355,,"Valid Votes: ",,,332,,"Valid Votes: ",,,340
,"Invalid Votes: ",,,3,,"Invalid Votes: ",,,7,,"Invalid Votes: ",,,4
,"Total Votes: ",,,358,,"Total Votes: ",,,339,,"Total Votes: ",,,344
"Precinct: 30043 ","Polling Place: ",3,,,"Precinct: 30044 ","Polling Place: ",1,,,"Precinct: 30044 ","Polling Place: ",2,,
"Slip Way Elem School, Central Monrovia 1 ",,,,,"Gw  Gibson , Central Monrovia 1 ",,,,,"Gw  Gibson , Central Monrovia 1",,,,
"Registered Voters: ",442,,,,"Registered Voters: ",525,,,,"Registered Voters: ",465,,,
"President/Vice-President Runoff ",,,,,"President/Vice-President Runoff ",,,,,"President/Vice-President Runoff",,,,
"Candidate ",,,,"Votes ","Candidate ",,,,"Votes ","Candidate ",,,,"Votes"
"JOHNSON-SIRLEAF, Ellen  (UP) ",,,,108,"JOHNSON-SIRLEAF, Ellen  (UP) ",,,,212,"JOHNSON-SIRLEAF, Ellen  (UP) ",,,,182
"WEAH, George Manneh (CDC) ",,,,207,"WEAH, George Manneh (CDC) ",,,,211,"WEAH, George Manneh (CDC) ",,,,202
,"Valid Votes: ",,,315,,"Valid Votes: ",,,423,,"Valid Votes: ",,,384
,"Invalid Votes: ",,,11,,"Invalid Votes: ",,,9,,"Invalid Votes: ",,,11
,"Total Votes: ",,,326,,"Total Votes: ",,,432,,"Total Votes: ",,,395
"Precinct: 30044 ","Polling Place: ",3,,,"Precinct: 30044 ","Polling Place: ",4,,,"Precinct: 30044 ","Polling Place: ",5,,
"Gw  Gibson , Central Monrovia 1 ",,,,,"Gw  Gibson , Central Monrovia 1 ",,,,,"Gw  Gibson , Central Monrovia 1",,,,
"Registered Voters: ",469,,,,"Registered Voters: ",502,,,,"Registered Voters: ",516,,,
"President/Vice-President Runoff ",,,,,"President/Vice-President Runoff ",,,,,"President/Vice-President Runoff",,,,
"Candidate ",,,,"Votes ","Candidate ",,,,"Votes ","Candidate ",,,,"Votes"
"JOHNSON-SIRLEAF, Ellen  (UP) ",,,,172,"JOHNSON-SIRLEAF, Ellen  (UP) ",,,,170,"JOHNSON-SIRLEAF, Ellen  (UP) ",,,,191
"WEAH, George Manneh (CDC) ",,,,191,"WEAH, George Manneh (CDC) ",,,,209,"WEAH, George Manneh (CDC) ",,,,219
,"Valid Votes: ",,,363,,"Valid Votes: ",,,379,,"Valid Votes: ",,,410
,"Invalid Votes: ",,,2,,"Invalid Votes: ",,,2,,"Invalid Votes: ",,,2
,"Total Votes: ",,,365,,"Total Votes: ",,,381,,"Total Votes: ",,,412
"Precinct: 30045 ","Polling Place: ",1,,,"Precinct: 30045 ","Polling Place: ",2,,,"Precinct: 30045 ","Polling Place: ",3,,
"Gw  Gibson , Central Monrovia 1 ",,,,,"Gw  Gibson , Central Monrovia 1 ",,,,,"Gw  Gibson , Central Monrovia 1",,,,
"Registered Voters: ",517,,,,"Registered Voters: ",558,,,,"Registered Voters: ",532,,,
"President/Vice-President Runoff ",,,,,"President/Vice-President Runoff ",,,,,"President/Vice-President Runoff",,,,
"Candidate ",,,,"Votes ","Candidate ",,,,"Votes ","Candidate ",,,,"Votes"
"JOHNSON-SIRLEAF, Ellen  (UP) ",,,,184,"JOHNSON-SIRLEAF, Ellen  (UP) ",,,,203,"JOHNSON-SIRLEAF, Ellen  (UP) ",,,,175
"WEAH, George Manneh (CDC) ",,,,217,"WEAH, George Manneh (CDC) ",,,,234,"WEAH, George Manneh (CDC) ",,,,218
,"Valid Votes: ",,,401,,"Valid Votes: ",,,437,,"Valid Votes: ",,,393
,"Invalid Votes: ",,,3,,"Invalid Votes: ",,,11,,"Invalid Votes: ",,,3
,"Total Votes: ",,,404,,"Total Votes: ",,,448,,"Total Votes: ",,,396
"Precinct: 30045 ","Polling Place: ",4,,,"Precinct: 30046 ","Polling Place: ",1,,,"Precinct: 30046 ","Polling Place: ",2,,
"Gw  Gibson , Central Monrovia 1 ",,,,,"Lorma Quartes Elem School , Central Monrovia 1 ",,,,,"Lorma Quartes Elem School , Central Monrovia 1",,,,
"Registered Voters: ",554,,,,"Registered Voters: ",458,,,,"Registered Voters: ",499,,,
"President/Vice-President Runoff ",,,,,"President/Vice-President Runoff ",,,,,"President/Vice-President Runoff",,,,
"Candidate ",,,,"Votes ","Candidate ",,,,"Votes ","Candidate ",,,,"Votes"
"JOHNSON-SIRLEAF, Ellen  (UP) ",,,,185,"JOHNSON-SIRLEAF, Ellen  (UP) ",,,,159,"JOHNSON-SIRLEAF, Ellen  (UP) ",,,,174
"WEAH, George Manneh (CDC) ",,,,226,"WEAH, George Manneh (CDC) ",,,,165,"WEAH, George Manneh (CDC) ",,,,190
,"Valid Votes: ",,,411,,"Valid Votes: ",,,324,,"Valid Votes: ",,,364
,"Invalid Votes: ",,,5,,"Invalid Votes: ",,,7,,"Invalid Votes: ",,,17
,"Total Votes: ",,,416,,"Total Votes: ",,,331,,"Total Votes: ",,,381
"Precinct: 30046 ","Polling Place: ",3,,,"Precinct: 30046 ","Polling Place: ",4,,,"Precinct: 30047 ","Polling Place: ",1,,
"Lorma Quartes Elem School , Central Monrovia 1 ",,,,,"Lorma Quartes Elem School , Central Monrovia 1 ",,,,,"Lorma Quartes Elem School , Central Monrovia 1",,,,
"Registered Voters: ",484,,,,"Registered Voters: ",484,,,,"Registered Voters: ",459,,,
"President/Vice-President Runoff ",,,,,"President/Vice-President Runoff ",,,,,"President/Vice-President Runoff",,,,
"Candidate ",,,,"Votes ","Candidate ",,,,"Votes ","Candidate ",,,,"Votes"
"JOHNSON-SIRLEAF, Ellen  (UP) ",,,,161,"JOHNSON-SIRLEAF, Ellen  (UP) ",,,,166,"JOHNSON-SIRLEAF, Ellen  (UP) ",,,,144
"WEAH, George Manneh (CDC) ",,,,192,"WEAH, George Manneh (CDC) ",,,,202,"WEAH, George Manneh (CDC) ",,,,200
,"Valid Votes: ",,,353,,"Valid Votes: ",,,368,,"Valid Votes: ",,,344
,"Invalid Votes: ",,,10,,"Invalid Votes: ",,,9,,"Invalid Votes: ",,,7
,"Total Votes: ",,,363,,"Total Votes: ",,,377,,"Total Votes: ",,,351
"Precinct: 30047 ","Polling Place: ",2,,,"Precinct: 30047 ","Polling Place: ",3,,,"Precinct: 30047 ","Polling Place: ",4,,
"Lorma Quartes Elem School , Central Monrovia 1 ",,,,,"Lorma Quartes Elem School , Central Monrovia 1 ",,,,,"Lorma Quartes Elem School , Central Monrovia 1",,,,
"Registered Voters: ",499,,,,"Registered Voters: ",459,,,,"Registered Voters: ",452,,,
"President/Vice-President Runoff ",,,,,"President/Vice-President Runoff ",,,,,"President/Vice-President Runoff",,,,
"Candidate ",,,,"Votes ","Candidate ",,,,"Votes ","Candidate ",,,,"Votes"
"JOHNSON-SIRLEAF, Ellen  (UP) ",,,,176,"JOHNSON-SIRLEAF, Ellen  (UP) ",,,,159,"JOHNSON-SIRLEAF, Ellen  (UP) ",,,,160
"WEAH, George Manneh (CDC) ",,,,177,"WEAH, George Manneh (CDC) ",,,,179,"WEAH, George Manneh (CDC) ",,,,158
,"Valid Votes: ",,,353,,"Valid Votes: ",,,338,,"Valid Votes: ",,,318
,"Invalid Votes: ",,,11,,"Invalid Votes: ",,,4,,"Invalid Votes: ",,,7
,"Total Votes: ",,,364,,"Total Votes: ",,,342,,"Total Votes: ",,,325
"Precinct: 30048 ","Polling Place: ",1,,,"Precinct: 30048 ","Polling Place: ",2,,,"Precinct: 30048 ","Polling Place: ",3,,
"University Of Liberia, Central Monrovia 1 ",,,,,"University Of Liberia, Central Monrovia 1 ",,,,,"University Of Liberia, Central Monrovia 1",,,,
"Registered Voters: ",489,,,,"Registered Voters: ",513,,,,"Registered Voters: ",504,,,
"President/Vice-President Runoff ",,,,,"President/Vice-President Runoff ",,,,,"President/Vice-President Runoff",,,,
"Candidate ",,,,"Votes ","Candidate ",,,,"Votes ","Candidate ",,,,"Votes"
"JOHNSON-SIRLEAF, Ellen  (UP) ",,,,283,"JOHNSON-SIRLEAF, Ellen  (UP) ",,,,278,"JOHNSON-SIRLEAF, Ellen  (UP) ",,,,299
"WEAH, George Manneh (CDC) ",,,,100,"WEAH, George Manneh (CDC) ",,,,103,"WEAH, George Manneh (CDC) ",,,,108
,"Valid Votes: ",,,383,,"Valid Votes: ",,,381,,"Valid Votes: ",,,407
,"Invalid Votes: ",,,1,,"Invalid Votes: ",,,1,,"Invalid Votes: ",,,5
,"Total Votes: ",,,384,,"Total Votes: ",,,382,,"Total Votes: ",,,412
"Precinct: 30049 ","Polling Place: ",1,,,"Precinct: 30049 ","Polling Place: ",2,,,"Precinct: 30049 ","Polling Place: ",3,,
"University Of Liberia, Central Monrovia 1 ",,,,,"University Of Liberia, Central Monrovia 1 ",,,,,"University Of Liberia, Central Monrovia 1",,,,
"Registered Voters: ",540,,,,"Registered Voters: ",549,,,,"Registered Voters: ",518,,,
"President/Vice-President Runoff ",,,,,"President/Vice-President Runoff ",,,,,"President/Vice-President Runoff",,,,
"Candidate ",,,,"Votes ","Candidate ",,,,"Votes ","Candidate ",,,,"Votes"
"JOHNSON-SIRLEAF, Ellen  (UP) ",,,,308,"JOHNSON-SIRLEAF, Ellen  (UP) ",,,,314,"JOHNSON-SIRLEAF, Ellen  (UP) ",,,,280
"WEAH, George Manneh (CDC) ",,,,111,"WEAH, George Manneh (CDC) ",,,,127,"WEAH, George Manneh (CDC) ",,,,118
,"Valid Votes: ",,,419,,"Valid Votes: ",,,441,,"Valid Votes: ",,,398
,"Invalid Votes: ",,,1,,"Invalid Votes: ",,,1,,"Invalid Votes: ",,,7
,"Total Votes: ",,,420,,"Total Votes: ",,,442,,"Total Votes: ",,,405
"Precinct: 30049 ","Polling Place: ",4,,,"Precinct: 30050 ","Polling Place: ",1,,,"Precinct: 30050 ","Polling Place: ",2,,
"University Of Liberia, Central Monrovia 1 ",,,,,"New  Jeruselam School, Central Monrovia 1 ",,,,,"New  Jeruselam School, Central Monrovia 1",,,,
"Registered Voters: ",508,,,,"Registered Voters: ",538,,,,"Registered Voters: ",547,,,
"President/Vice-President Runoff ",,,,,"President/Vice-President Runoff ",,,,,"President/Vice-President Runoff",,,,
"Candidate ",,,,"Votes ","Candidate ",,,,"Votes ","Candidate ",,,,"Votes"
"JOHNSON-SIRLEAF, Ellen  (UP) ",,,,308,"JOHNSON-SIRLEAF, Ellen  (UP) ",,,,216,"JOHNSON-SIRLEAF, Ellen  (UP) ",,,,213
"WEAH, George Manneh (CDC) ",,,,95,"WEAH, George Manneh (CDC) ",,,,203,"WEAH, George Manneh (CDC) ",,,,204
,"Valid Votes: ",,,403,,"Valid Votes: ",,,419,,"Valid Votes: ",,,417
,"Invalid Votes: ",,,1,,"Invalid Votes: ",,,3,,"Invalid Votes: ",,,5
,"Total Votes: ",,,404,,"Total Votes: ",,,422,,"Total Votes: ",,,422
"Precinct: 30050 ","Polling Place: ",3,,,"Precinct: 30050 ","Polling Place: ",4,,,"Precinct: 30052 ","Polling Place: ",1,,
"New  Jeruselam School, Central Monrovia 1 ",,,,,"New  Jeruselam School, Central Monrovia 1 ",,,,,"Vision Academy, Central Monrovia 1",,,,
"Registered Voters: ",548,,,,"Registered Voters: ",594,,,,"Registered Voters: ",528,,,
"President/Vice-President Runoff ",,,,,"President/Vice-President Runoff ",,,,,"President/Vice-President Runoff",,,,
"Candidate ",,,,"Votes ","Candidate ",,,,"Votes ","Candidate ",,,,"Votes"
"JOHNSON-SIRLEAF, Ellen  (UP) ",,,,207,"JOHNSON-SIRLEAF, Ellen  (UP) ",,,,253,"JOHNSON-SIRLEAF, Ellen  (UP) ",,,,199
"WEAH, George Manneh (CDC) ",,,,218,"WEAH, George Manneh (CDC) ",,,,204,"WEAH, George Manneh (CDC) ",,,,177
,"Valid Votes: ",,,425,,"Valid Votes: ",,,457,,"Valid Votes: ",,,376
,"Invalid Votes: ",,,3,,"Invalid Votes: ",,,7,,"Invalid Votes: ",,,4
,"Total Votes: ",,,428,,"Total Votes: ",,,464,,"Total Votes: ",,,380
"Precinct: 30052 ","Polling Place: ",2,,,"Precinct: 30052 ","Polling Place: ",3,,,"Precinct: 30053 ","Polling Place: ",1,,
"Vision Academy, Central Monrovia 1 ",,,,,"Vision Academy, Central Monrovia 1 ",,,,,"St Therase Coonvent, Central Monrovia 2",,,,
"Registered Voters: ",518,,,,"Registered Voters: ",564,,,,"Registered Voters: ",508,,,
"President/Vice-President Runoff ",,,,,"President/Vice-President Runoff ",,,,,"President/Vice-President Runoff",,,,
"Candidate ",,,,"Votes ","Candidate ",,,,"Votes ","Candidate ",,,,"Votes"
"JOHNSON-SIRLEAF, Ellen  (UP) ",,,,201,"JOHNSON-SIRLEAF, Ellen  (UP) ",,,,226,"JOHNSON-SIRLEAF, Ellen  (UP) ",,,,164
"WEAH, George Manneh (CDC) ",,,,163,"WEAH, George Manneh (CDC) ",,,,186,"WEAH, George Manneh (CDC) ",,,,208
,"Valid Votes: ",,,364,,"Valid Votes: ",,,412,,"Valid Votes: ",,,372
,"Invalid Votes: ",,,2,,"Invalid Votes: ",,,1,,"Invalid Votes: ",,,7
,"Total Votes: ",,,366,,"Total Votes: ",,,413,,"Total Votes: ",,,379
"Precinct: 30053 ","Polling Place: ",2,,,"Precinct: 30053 ","Polling Place: ",3,,,"Precinct: 30053 ","Polling Place: ",4,,
"St Therase Coonvent, Central Monrovia 2 ",,,,,"St Therase Coonvent, Central Monrovia 2 ",,,,,"St Therase Coonvent, Central Monrovia 2",,,,
"Registered Voters: ",496,,,,"Registered Voters: ",491,,,,"Registered Voters: ",530,,,
"President/Vice-President Runoff ",,,,,"President/Vice-President Runoff ",,,,,"President/Vice-President Runoff",,,,
"Candidate ",,,,"Votes ","Candidate ",,,,"Votes ","Candidate ",,,,"Votes"
"JOHNSON-SIRLEAF, Ellen  (UP) ",,,,172,"JOHNSON-SIRLEAF, Ellen  (UP) ",,,,149,"JOHNSON-SIRLEAF, Ellen  (UP) ",,,,154
"WEAH, George Manneh (CDC) ",,,,192,"WEAH, George Manneh (CDC) ",,,,200,"WEAH, George Manneh (CDC) ",,,,242
,"Valid Votes: ",,,364,,"Valid Votes: ",,,349,,"Valid Votes: ",,,396
,"Invalid Votes: ",,,5,,"Invalid Votes: ",,,3,,"Invalid Votes: ",,,2
,"Total Votes: ",,,369,,"Total Votes: ",,,352,,"Total Votes: ",,,398
"Precinct: 30055 ","Polling Place: ",1,,,"Precinct: 30055 ","Polling Place: ",2,,,"Precinct: 30055 ","Polling Place: ",3,,
"New  Port High School, Central Monrovia 2 ",,,,,"New  Port High School, Central Monrovia 2 ",,,,,"New  Port High School, Central Monrovia 2",,,,
"Registered Voters: ",567,,,,"Registered Voters: ",541,,,,"Registered Voters: ",556,,,
"President/Vice-President Runoff ",,,,,"President/Vice-President Runoff ",,,,,"President/Vice-President Runoff",,,,
"Candidate ",,,,"Votes ","Candidate ",,,,"Votes ","Candidate ",,,,"Votes"
"JOHNSON-SIRLEAF, Ellen  (UP) ",,,,180,"JOHNSON-SIRLEAF, Ellen  (UP) ",,,,182,"JOHNSON-SIRLEAF, Ellen  (UP) ",,,,187
